module	Sub category 1:	sub category 2:	sub category 3:	sub category 4:	sub category 5:	sub category 6:	sub category 7:	has descriptor	ontology ID	label	prefered label	parent class	exact synonym	exact match	close match	definition	comment	editors note	broad synonym	narrow synonym	cross refference	BCODMO master parameter	Entity subset	category subset
compound	carbon compound	organic compound	amino acid	serine					CHEBI:17822	serine	serine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	threonine					CHEBI:26986	threonine	threonine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	tryptophan					CHEBI:27897	tryptophan	tryptophan	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	tyrosine					CHEBI:18186	tyrosine	tyrosine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	amino acid	valine					CHEBI:27266	valine	valine	amino acid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	nucleoside						CHEBI:33838	nucleoside	nucleoside	organic compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	nucleoside	ATP					CHEBI:15422	ATP	ATP	nucleoside											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	nucleoside	GTP					CHEBI:15996	GTP	GTP	nucleoside											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	carbohydrate						CHEBI:16646	carbohydrate	carbohydrate	organic compound										http://lod.bco-dmo.org/id/parameter/663613	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	carbohydrate	polysaccharide					CHEBI:18154	polysaccharide	polysaccharide	carbohydrate											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	carbohydrate	polysaccharide	transparent exopolymer particles				BSM:0210004	transparent exopolymer particles	transparent exopolymer particles	polysaccharide	TEP										http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	carbohydrate	monosaccharide					CHEBI:35381	monosaccharide	monosaccharide	carbohydrate											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	carbohydrate	oligosaccharide					CHEBI:50699	oligosaccharide	oligosaccharide	carbohydrate											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	lipid						CHEBI:18059	lipid	lipid	organic compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment						BSM:0210006	pigment	pigment	organic compound			CHEBI:26130								http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll					CHEBI:28966	chlorophyll	chlorophyll	pigment											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	7(1)-hydroxychlorophyll a				CHEBI:76032	7(1)-hydroxychlorophyll a	7(1)-hydroxychlorophyll a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	bacteriochlorophyll				CHEBI:38201	bacteriochlorophyll	bacteriochlorophyll	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	bacteriochlorophyll	bacteriochlorophyll a			CHEBI:30033	bacteriochlorophyll a	bacteriochlorophyll a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	bacteriochlorophyll	bacteriochlorophyll b			CHEBI:22686	bacteriochlorophyll b	bacteriochlorophyll b	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	bacteriochlorophyll	bacteriochlorophyll c			CHEBI:60197	bacteriochlorophyll c	bacteriochlorophyll c	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyll a				CHEBI:18230	chlorophyll a	chlorophyll a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyll b				CHEBI:27888	chlorophyll b	chlorophyll b	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyll c1				CHEBI:38202	chlorophyll c1	chlorophyll c1	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyll c2				CHEBI:38203	chlorophyll c2	chlorophyll c2	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyll d				CHEBI:38199	chlorophyll d	chlorophyll d	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyll f				CHEBI:61290	chlorophyll f	chlorophyll f	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide				CHEBI:38206	chlorophyllide	chlorophyllide	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d			CHEBI:131588	12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d	12-ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d			CHEBI:131587	12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d	12-ethyl-8-propyl-3-vinylbacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-(1-hydroxyethyl)bacteriochlorophyllide a			CHEBI:81544	3-(1-hydroxyethyl)bacteriochlorophyllide a	3-(1-hydroxyethyl)bacteriochlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-(1-hydroxyethyl)chlorophyllide a			CHEBI:81545	3-(1-hydroxyethyl)chlorophyllide a	3-(1-hydroxyethyl)chlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-acetylchlorophyllide a			CHEBI:91128	3-acetylchlorophyllide a	3-acetylchlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-vinylbacteriochlorophyllide a			CHEBI:74628	3-vinylbacteriochlorophyllide a	3-vinylbacteriochlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	3-vinylbacteriochlorophyllide d			CHEBI:81548	3-vinylbacteriochlorophyllide d	3-vinylbacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	"7(1),7(1)-dihydroxybacteriochlorophyllide d"			CHEBI:139555	"7(1),7(1)-dihydroxybacteriochlorophyllide d"	"7(1),7(1)-dihydroxybacteriochlorophyllide d"	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	7(1)-hydroxybacteriochlorophyllide d			CHEBI:139553	7(1)-hydroxybacteriochlorophyllide d	7(1)-hydroxybacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	7(1)-hydroxychlorophyllide a			CHEBI:48396	7(1)-hydroxychlorophyllide a	7(1)-hydroxychlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	"7,7-dihydroxybacteriochlorophyllide c"			CHEBI:137302	"7,7-dihydroxybacteriochlorophyllide c"	"7,7-dihydroxybacteriochlorophyllide c"	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	"8,12-diethyl-3-vinylbacteriochlorophyllide d"			CHEBI:131582	"8,12-diethyl-3-vinylbacteriochlorophyllide d"	"8,12-diethyl-3-vinylbacteriochlorophyllide d"	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide a			CHEBI:81546	bacteriochlorophyllide a	bacteriochlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide c			CHEBI:81552	bacteriochlorophyllide c	bacteriochlorophyllide c	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide d			CHEBI:81551	bacteriochlorophyllide d	bacteriochlorophyllide d	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide e			CHEBI:137300	bacteriochlorophyllide e	bacteriochlorophyllide e	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide f			CHEBI:139546	bacteriochlorophyllide f	bacteriochlorophyllide f	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	bacteriochlorophyllide g			CHEBI:91291	bacteriochlorophyllide g	bacteriochlorophyllide g	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	chlorophyllide a			CHEBI:16900	chlorophyllide a	chlorophyllide a	chlorophyllide										http://lod.bco-dmo.org/id/parameter/1358	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	chlorophyllide b			CHEBI:38209	chlorophyllide b	chlorophyllide b	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	divinyl chlorophyllide a			CHEBI:38259	divinyl chlorophyllide a	divinyl chlorophyllide a	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides			CHEBI:26354	protochlorophyllides	protochlorophyllides	chlorophyllide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides	"2,4-divinyl protochlorophyllide a"		CHEBI:30619	"2,4-divinyl protochlorophyllide a"	"2,4-divinyl protochlorophyllide a"	protochlorophyllides											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides	monovinyl protochlorophyllide a		CHEBI:25415	monovinyl protochlorophyllide a	monovinyl protochlorophyllide a	protochlorophyllides											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides	monovinyl protochlorophyllide b		CHEBI:25416	monovinyl protochlorophyllide b	monovinyl protochlorophyllide b	protochlorophyllides											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	chlorophyllide	protochlorophyllides	protochlorophyllide		CHEBI:16673	protochlorophyllide	protochlorophyllide	protochlorophyllides											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	divinyl chlorophyll a				CHEBI:73113	divinyl chlorophyll a	divinyl chlorophyll a	chlorophyll										http://lod.bco-dmo.org/id/parameter/1368	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	divinyl chlorophyll b				CHEBI:73115	divinyl chlorophyll b	divinyl chlorophyll b	chlorophyll										http://lod.bco-dmo.org/id/parameter/1370	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	geranylgeranyl bacteriochlorophyllide a				CHEBI:91131	geranylgeranyl bacteriochlorophyllide a	geranylgeranyl bacteriochlorophyllide a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	chlorophyll	geranylgeranyl-chlorophyll a				CHEBI:64668	geranylgeranyl-chlorophyll a	geranylgeranyl-chlorophyll a	chlorophyll											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines					CHEBI:38252	phorbines	phorbines	pigment											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheofarnesin				CHEBI:38253	pheofarnesin	pheofarnesin	phorbines											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	phorbine				CHEBI:38250	phorbine	phorbine	phorbines											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophorbide				CHEBI:38254	pheophorbide	pheophorbide	phorbines											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophorbide	13(2)-carboxypyropheophorbide a			CHEBI:48399	13(2)-carboxypyropheophorbide a	13(2)-carboxypyropheophorbide a	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophorbide	epoxypheophorbide a			CHEBI:90228	epoxypheophorbide a	epoxypheophorbide a	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophorbide	pheophorbide a			CHEBI:38257	pheophorbide a	pheophorbide a	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophorbide	pheophorbide b			CHEBI:38258	pheophorbide b	pheophorbide b	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophorbide	pyropheophorbide a			CHEBI:48398	pyropheophorbide a	pyropheophorbide a	pheophorbide											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophytin				CHEBI:8108	pheophytin	pheophytin	phorbines											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophytin	pheophytin a			CHEBI:44898	pheophytin a	pheophytin a	pheophytin											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	phorbines	pheophytin	pheophytin b			CHEBI:38256	pheophytin b	pheophytin b	pheophytin											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments					BSM:0210007	accessory pigments	accessory pigments	pigment											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	alloxanthine				CHEBI:28315	alloxanthine	alloxanthine	accessory pigments										http://lod.bco-dmo.org/id/parameter/1353	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid				CHEBI:23044	carotenoid	carotenoid	accessory pigments											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	lutein			CHEBI:28838	lutein	lutein	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	lycophyll			CHEBI:35336	lycophyll	lycophyll	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	lycoxanthin			CHEBI:6602	lycoxanthin	lycoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	meso-zeaxanthin			CHEBI:138919	meso-zeaxanthin	meso-zeaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	parasiloxanthin			CHEBI:132452	parasiloxanthin	parasiloxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	rhodopin			CHEBI:35331	rhodopin	rhodopin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	rhodopinol			CHEBI:35332	rhodopinol	rhodopinol	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	rubixanthin			CHEBI:8907	rubixanthin	rubixanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	tunaxanthin			CHEBI:35326	tunaxanthin	tunaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	lactucaxanthin			CHEBI:6357	lactucaxanthin	lactucaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	zeaxanthin			CHEBI:27547	zeaxanthin	zeaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	zeinoxanthin			CHEBI:65244	zeinoxanthin	zeinoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	alpha-cryptoxanthin			CHEBI:10223	alpha-cryptoxanthin	alpha-cryptoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	astaxanthin			CHEBI:40968	astaxanthin	astaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	beta-cryptoxanthin			CHEBI:10362	beta-cryptoxanthin	beta-cryptoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	chloroxanthin			CHEBI:138077	chloroxanthin	chloroxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	demethylspheroidene			CHEBI:62505	demethylspheroidene	demethylspheroidene	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	antheraxanthin			CHEBI:27867	antheraxanthin	antheraxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	auroxanthin			CHEBI:35335	auroxanthin	auroxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	"capsanthin 5,6-epoxide"			CHEBI:91165	"capsanthin 5,6-epoxide"	"capsanthin 5,6-epoxide"	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	fucoxanthin			CHEBI:5186	fucoxanthin	fucoxanthin	carotenoid										http://lod.bco-dmo.org/id/parameter/1380	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	fucoxanthin	(19')-Butanoyloxyfucoxanthin		BSM:0210009	(19')-Butanoyloxyfucoxanthin	(19')-Butanoyloxyfucoxanthin	fucoxanthin						Add to CHEBI			https://pubchem.ncbi.nlm.nih.gov/compound/19_-Butanoyloxyfucoxanthin		http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	fucoxanthin	(19')-Hexanoyloxyfucoxanthin		BSM:0210010	(19')-Hexanoyloxyfucoxanthin	(19')-Hexanoyloxyfucoxanthin	fucoxanthin						Add to CHEBI			https://pubchem.ncbi.nlm.nih.gov/compound/19_-Hexanoyloxyfucoxanthin		http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	"lutein 5,6-epoxide"			CHEBI:27448	"lutein 5,6-epoxide"	"lutein 5,6-epoxide"	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	luteoxanthin			CHEBI:35334	luteoxanthin	luteoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	neoxanthin			CHEBI:25501	neoxanthin	neoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	peridinin			CHEBI:44882	peridinin	peridinin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	violaxanthin			CHEBI:27295	violaxanthin	violaxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	Diadinoxanthin			CHEBI:177613	Diadinoxanthin	Diadinoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotenoid	Diatoxanthin			CHEBI:181837	Diatoxanthin	Diatoxanthin	carotenoid											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene				CHEBI:23042	carotene	carotene	accessory pigments										http://lod.bco-dmo.org/id/parameter/1354	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene			CHEBI:35162	acyclic carotene	acyclic carotene	carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	lycopaoctaene		CHEBI:142538	lycopaoctaene	lycopaoctaene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	lycopene		CHEBI:15948	lycopene	lycopene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	neurosporene		CHEBI:16833	neurosporene	neurosporene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	phytoene		CHEBI:26119	phytoene	phytoene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	phytofluene		CHEBI:26120	phytofluene	phytofluene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	acyclic carotene	zeta-carotene		CHEBI:27362	zeta-carotene	zeta-carotene	acyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene			CHEBI:35163	cyclic carotene	cyclic carotene	carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	alpha-carotene		CHEBI:28425	alpha-carotene	alpha-carotene	cyclic carotene										http://lod.bco-dmo.org/id/parameter/1355	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	alpha-zeacarotene		CHEBI:35063	alpha-zeacarotene	alpha-zeacarotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	beta-carotene		CHEBI:17579	beta-carotene	beta-carotene	cyclic carotene										http://lod.bco-dmo.org/id/parameter/1356	http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	beta-zeacarotene		CHEBI:27533	beta-zeacarotene	beta-zeacarotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	delta-carotene		CHEBI:27705	delta-carotene	delta-carotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	epsilon-carotene		CHEBI:32549	epsilon-carotene	epsilon-carotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	cyclic carotene	gamma-carotene		CHEBI:27740	gamma-carotene	gamma-carotene	cyclic carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	carotene	torulene			CHEBI:9638	torulene	torulene	carotene											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	carbon compound	organic compound	pigment	accessory pigments	phycoerythrin				BSM:0210011	phycoerythrin	phycoerythrin	accessory pigments						Add to CHEBI			https://meshb.nlm.nih.gov/record/ui?name=Phycoerythrin		http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	caesium compound								CHEBI:37128	caesium compound	caesium compound	compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	caesium compound	caesium hydroxide							CHEBI:33988	caesium hydroxide	caesium hydroxide	caesium compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	chlorine compound								CHEBI:23117	chlorine compound	chlorine compound	compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	chlorine compound	chlorine oxoanion							CHEBI:33437	chlorine oxoanion	chlorine oxoanion	chlorine compound											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	chlorine compound	chlorine oxoanion	chlorate						CHEBI:49709	chlorate	chlorate	chlorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	chlorine compound	chlorine oxoanion	chlorite						CHEBI:17441	chlorite	chlorite	chlorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
compound	chlorine compound	chlorine oxoanion	hypochlorite						CHEBI:29222	hypochlorite	hypochlorite	chlorine oxoanion											http://bcodmo/sm#chemistry	http://bcodmo/sm#compound
