### BCODMO_SM Biology organism terms:
NCBITaxon:_taxonomic:rank	#taxonomic rank
NCBITaxon:1328066	#Strongylocentrotus franciscanus
NCBITaxon:7668	#Strongylocentrotus purpuratus
NCBITaxon:122238	#Syllidae
NCBITaxon:2949	#Symbiodinium
NCBITaxon:430912	#Symbiodinium sp. A4
NCBITaxon:1129	#Synechococcus
NCBITaxon:42241	#Tardigrada
NCBITaxon:32261	#Terebellidae
NCBITaxon:1078545	#Thaisella kiosquiformis
NCBITaxon:219283	#Thalassoma hardwicke
NCBITaxon:219412	#Thallasoma quinquevittatum
NCBITaxon:1028815	#Thylacodes variabilis
NCBITaxon:693140	#Tiarina fusus
NCBITaxon:1205	#Trichodesmium
NCBITaxon:1206	#Trichodesmium erythraeum
NCBITaxon:1934733	#Tritia obsoleta
NCBITaxon:2202329	#Tritia trivittata
NCBITaxon:125971	#Turborotalita quinqueloba
NCBITaxon:33090	#Viridiplantae
NCBITaxon:10239	#virus
NCBITaxon:44927	#Zoantharia

